Velocidad [RPM];Voltaje[V];Corriente[A];Temperatura[°C];Latitud;Longitud;Velocidad[GPS: km/h];Satelites; Altitud; Hora; Minutos; Year
180;46.44141805;0.49076998;41.43792519;4.795862;-75.68839317;5.16708;8;1481.6;17;26;2024
180;46.36338003;4.34884707;41.42099972;4.795861;-75.68842467;2.53724;8;1482.6;17;26;2024
120;46.53802977;3.08534194;41.07405861;4.795831;-75.68841667;5.68564;8;1486.1;17;26;2024
180;47.27320572;0.59109635;43.00132327;4.795825;-75.688411;4.42628;8;1486.1;17;26;2024
180;47.23297015;4.14928727;40.83903803;4.79582;-75.68838617;5.093;8;1488.2;17;26;2024
180;47.14338001;0.40918422;44.92907613;4.795814;-75.6883725;2.83356;8;1488.8;17;26;2024
120;46.84926685;9.49452297;39.99933993;4.795812;-75.68837433;0.90748;8;1488.8;17;26;2024
240;44.48853341;16.11326923;33.03086141;4.795799;-75.68837117;3.12988;8;1489.9;17;26;2024
240;44.4111861;16.18907339;31.15400751;4.795785;-75.68835517;6.07456;8;1490.4;17;26;2024
180;46.0407364;6.67645944;28.5877847;4.795756;-75.6883425;4.75964;8;1489.6;17;26;2024
240;46.74359259;4.35631205;39.95569669;4.79574;-75.68834967;2.83356;8;1484.8;17;26;2024
120;46.55665396;0.37655494;43.17193024;4.795742;-75.68836133;4.40776;8;1484.8;17;26;2024
180;46.19620937;4.47925251;40.29666335;4.795755;-75.68837467;3.62992;8;1484.1;17;26;2024
180;45.53184042;7.87151512;38.6713186;4.795756;-75.6883475;4.57444;8;1484.1;17;26;2024
240;46.44901746;4.09070225;36.82491355;4.795757;-75.68832917;6.16716;8;1484.1;17;26;2024
240;46.43745347;3.70370974;35.86032943;4.795767;-75.6882595;11.26016;8;1484.4;17;26;2024
300;46.84336528;2.98137101;32.64408253;4.795768;-75.68819617;10.90828;8;1484.5;17;26;2024
240;46.85346613;2.71898003;38.33776325;4.795766;-75.688167;10.70456;8;1484.5;17;26;2024
240;46.68695501;2.85717568;37.68498668;4.795768;-75.688103;11.37128;7;1483.8;17;26;2024
300;46.74517604;2.66661629;39.19047774;4.795765;-75.68804667;10.0008;7;1483;17;26;2024
240;47.10042463;0.79149366;26.0152565;4.795763;-75.6880135;11.112;7;1483;17;26;2024
180;44.98662741;9.90935282;28.66384516;4.793754;-75.68846967;10.66752;0;1482.9;17;28;2024
180;45.34826182;8.42454341;21.92465927;4.793728;-75.68843833;6.79684;0;1482.9;17;28;2024
180;45.85496829;8.70176943;28.40617707;4.793633;-75.68847117;14.59376;8;1484.4;17;28;2024
180;44.25106377;14.99717373;20.23845827;4.79353;-75.688546;12.4084;8;1478.8;17;28;2024
240;44.28595628;14.13770856;27.84072929;4.793494;-75.688569;6.42644;8;1477;17;28;2024
180;44.29594722;14.31746969;28.05599844;4.793467;-75.68857617;8.48216;8;1478.2;17;28;2024
240;45.30594072;5.6708074;19.63190888;4.793381;-75.6886215;11.27868;8;1478.2;17;28;2024
180;44.9964089;0.87741073;33.79052046;4.79332;-75.6886575;10.76012;8;1480.2;17;28;2024
180;45.58641773;14.51463143;32.50083403;4.793306;-75.68868767;9.29704;8;1480.2;17;28;2024
240;46.68795024;2.99106655;22.86714597;4.793296;-75.68871983;3.50028;7;1481.4;17;28;2024
300;45.8896781;4.83034806;36.27936094;4.793242;-75.68872583;2.51872;8;1480.3;17;28;2024
120;46.7887553;2.25472051;41.12978602;4.793218;-75.68872917;4.4448;8;1480.3;17;28;2024
120;46.25284695;7.40522185;50.75422831;4.793176;-75.68873533;1.6668;8;1481.4;17;28;2024
180;45.83860342;7.57632317;36.03527463;4.793143;-75.68874117;4.74112;8;1482.2;17;28;2024
180;46.41705122;1.14478348;35.59729351;4.79312;-75.68875;4.55592;8;1482.2;17;28;2024
300;46.65456394;1.48268411;25.24368625;4.793105;-75.68879367;10.81568;8;1481.5;17;28;2024
300;46.83055798;0.40342636;20.56069403;4.793096;-75.68883;5.33376;8;1484.1;17;28;2024
240;46.4146894;5.74306054;40.64673012;4.793099;-75.6888445;2.44464;8;1484.1;17;28;2024
180;44.79366838;10.57138545;40.6191588;4.793104;-75.6888755;3.20396;7;1487.8;17;28;2024
180;45.37319608;7.01923994;35.29953741;4.793123;-75.68891717;2.81504;8;1488.4;17;28;2024
180;45.34514838;7.91447923;32.72511948;4.793132;-75.68894717;5.81528;8;1488.4;17;28;2024
240;46.72546601;3.63402217;35.62206867;4.793145;-75.68899667;4.55592;8;1488;17;28;2024
180;45.36488367;10.75884467;32.66150158;4.793128;-75.68906033;7.63024;8;1488.2;17;28;2024
300;44.08811022;15.91436966;31.38873654;4.793112;-75.68909433;5.11152;8;1485;17;28;2024
300;44.00455832;15.97469111;32.20042152;4.793075;-75.68912467;5.9264;8;1484.1;17;28;2024
180;45.4546892;7.70761637;31.69837128;4.793059;-75.689133;1.42604;8;1484.1;17;28;2024
240;46.26411535;4.23059525;33.67522453;4.793014;-75.68916933;4.83372;8;1486.1;17;28;2024
240;45.79389971;3.98581983;34.87494798;4.792981;-75.68920933;4.88928;8;1491;17;28;2024
240;45.58792543;7.47060185;35.86620539;4.792973;-75.68922367;2.315;8;1491;17;28;2024
180;46.21666212;3.97237505;40.73688159;4.792929;-75.6892475;3.81512;8;1493.2;17;28;2024
240;46.41332579;2.8277052;43.88527408;4.792915;-75.68924517;2.01868;8;1501.3;17;28;2024
180;45.15012462;8.3094113;36.57098297;4.792908;-75.68922617;6.09308;8;1501.3;17;28;2024
180;45.1677729;7.84826871;32.11394886;4.792897;-75.68920783;4.75964;8;1502.8;17;28;2024
300;46.10072063;3.45185041;34.78051859;4.792871;-75.68916167;8.797;8;1505.9;17;29;2024
300;46.06490716;3.67921545;37.81118381;4.792853;-75.68914567;8.44512;8;1505.9;17;29;2024
240;46.72925383;0.51379724;26.68288648;4.792832;-75.68911467;7.48208;8;1505.2;17;29;2024
240;44.01181905;16.02013564;33.95878803;4.792807;-75.68906283;3.22248;8;1504.9;17;29;2024
180;43.96223573;16.02377322;33.61999911;4.792772;-75.68906383;4.48184;8;1503.7;17;29;2024
180;43.94053969;15.98205838;33.89198997;4.792754;-75.68906483;5.31524;8;1503.7;17;29;2024
180;43.90707763;15.96577166;34.59560317;4.79271;-75.68906967;6.72276;8;1506.5;17;29;2024
180;43.88001773;15.93044701;35.60171026;4.792671;-75.68907517;6.44496;7;1506.6;17;29;2024
180;43.86784917;15.95832901;33.52334026;4.792652;-75.6890775;5.94492;7;1506.6;17;29;2024
180;43.83244567;15.83814534;33.76095763;4.792609;-75.68907967;7.07464;8;1506.8;17;29;2024
300;43.81081647;15.75798475;30.2483705;4.792576;-75.68909383;6.59312;7;1506.7;17;29;2024
240;43.79374454;15.83268759;25.92940291;4.792564;-75.68910183;5.81528;7;1506.7;17;29;2024
300;43.76201151;15.74361033;22.23756942;4.792504;-75.68913167;12.1306;8;1507.2;17;29;2024
180;43.73553984;15.80585247;19.85522118;4.792448;-75.68915733;10.63048;7;1507.2;17;29;2024
180;43.7311638;15.69275829;19.81087997;4.792426;-75.68916267;9.00072;7;1507.2;17;29;2024
180;43.73780065;15.57587999;23.24825805;4.79238;-75.68918017;8.74144;7;1507.5;17;29;2024
240;43.82050884;14.72967814;27.16333;4.79231;-75.689218;14.48264;8;1509.3;17;29;2024
180;43.83748273;14.58617408;29.03797236;4.792263;-75.68923917;16.2976;8;1509.3;17;29;2024
180;44.16343587;11.96659695;30.60488574;4.792171;-75.68928267;16.79764;7;1509.2;17;29;2024
240;44.43976707;11.70005752;33.28644583;4.792078;-75.6893225;17.11248;7;1507.5;17;29;2024
240;44.5062916;10.27739253;31.56038005;4.79203;-75.68934133;17.3162;7;1507.5;17;29;2024
180;44.69394323;9.54200125;32.07981059;4.791918;-75.68936133;17.07544;8;1507.6;17;29;2024
240;44.88767616;1.4784882;31.16480686;4.791841;-75.68938517;13.35292;8;1504.9;17;29;2024
240;46.35899061;8.80808259;32.05796431;4.791805;-75.68940267;13.26032;8;1504.9;17;29;2024
180;43.71712064;15.71126441;19.60451638;4.79176;-75.6894325;7.11168;8;1504.6;17;29;2024
180;46.3371178;0.03968864;24.03648707;4.791714;-75.689475;8.00064;8;1503.4;17;29;2024
240;44.70850777;8.80252154;32.91828584;4.791696;-75.6894925;7.53764;8;1503.4;17;29;2024
300;46.39987234;0.00561047;31.40624134;4.79166;-75.68952567;6.07456;8;1503;17;29;2024
240;46.41658331;0.98588186;31.69740177;4.791631;-75.68953983;5.57452;7;1501;17;29;2024
180;46.19031077;3.32755319;40.69764996;4.791604;-75.68957133;5.50044;7;1501;17;29;2024
120;46.50666958;0.02305435;31.9343803;4.791585;-75.68958983;1.16676;7;1500.5;17;29;2024
120;46.53888983;0.02388767;31.59806807;4.791578;-75.689589;1.42604;7;1500.3;17;29;2024
0;46.5630992;0.02824969;31.48275926;4.791573;-75.6895945;0.11112;7;1501;17;29;2024
0;46.58255226;0.03047885;31.45398679;4.791558;-75.6895965;0.68524;8;1502.5;17;29;2024
0;46.59682269;0.02917374;31.36116817;4.791549;-75.689598;0.05556;8;1502.5;17;29;2024
0;46.62304333;0.03049002;31.36226391;4.79153;-75.68959933;0.12964;8;1502.9;17;29;2024
0;46.64029499;0.03273593;31.31763681;4.791515;-75.68960233;0.12964;7;1503.9;17;30;2024
0;46.65931728;0.03822998;31.24945559;4.791508;-75.6896035;0.12964;7;1503.9;17;30;2024
0;46.66687807;0.03397265;31.25110839;4.791493;-75.68960667;0.05556;8;1504.8;17;30;2024
0;46.67987847;0.03058633;31.24851114;4.791478;-75.6896105;0.05556;7;1504.7;17;30;2024
0;46.69200098;0.03348829;31.1216261;4.79147;-75.68961233;0.07408;7;1504.7;17;30;2024
0;46.70811927;0.03228787;31.29620453;4.791458;-75.68961567;0.11112;7;1504.5;17;30;2024
0;46.7236018;0.03346875;31.11899952;4.791442;-75.68962017;0.05556;7;1504.3;17;30;2024
0;46.72765403;0.03252376;31.19208311;4.791432;-75.68962233;0.01852;7;1504.3;17;30;2024
0;46.74865193;0.03810296;31.19946369;4.791422;-75.68962467;0.01852;7;1504.5;17;30;2024
0;46.7556334;0.03899909;30.97717665;4.791418;-75.68962567;0.05556;7;1504.5;17;30;2024
0;46.76740832;0.03982404;31.00341328;4.791409;-75.68962783;0.01852;8;1504.7;17;30;2024
0;46.76373934;0.03439559;31.14476396;4.791401;-75.68962967;0.05556;7;1504.8;17;30;2024
0;46.7743586;0.0368453;31.15980922;4.791398;-75.68963033;0.03704;7;1504.8;17;30;2024
0;46.7797789;0.03376746;31.14847416;4.791392;-75.68963117;0.07408;8;1504.9;17;30;2024
0;46.78608302;0.04124221;31.22467697;4.791388;-75.689632;0.07408;8;1505.1;17;30;2024
0;46.79992565;0.03950718;30.96044184;4.791386;-75.6896325;0;8;1505.1;17;30;2024
0;46.80268705;0.04473881;30.98878429;4.79138;-75.68963417;0.05556;8;1505.3;17;30;2024
0;46.8119531;0.04216347;30.98165252;4.791374;-75.68963567;0;8;1505.1;17;30;2024
0;46.81253984;0.0415158;30.94318491;4.791371;-75.6896365;0.03704;8;1505.1;17;30;2024
0;46.8213974;0.03668757;31.05183268;4.791368;-75.6896375;0.11112;8;1505.1;17;30;2024
0;46.83484491;0.04316011;30.87830175;4.791364;-75.6896385;0.07408;8;1505.2;17;30;2024
0;46.84279636;0.04390549;30.90939576;4.791362;-75.68963917;0.0926;8;1505.2;17;30;2024
0;46.83610454;0.03554298;30.89794585;4.79136;-75.68964033;0.03704;8;1504.9;17;30;2024
0;46.850831;0.03948484;30.91920933;4.791356;-75.68964183;0.05556;8;1504.8;17;30;2024
0;46.84380348;0.03335569;31.03066279;4.791354;-75.689643;0.0926;8;1504.6;17;30;2024
0;46.8592771;0.04157163;30.89399751;4.79135;-75.68964433;0.11112;8;1504.4;17;30;2024
0;46.86649772;0.04262689;30.88739583;4.791349;-75.68964467;0.0926;8;1504.4;17;30;2024
0;46.8632402;0.04154651;30.85197576;4.791345;-75.689645;0.03704;8;1504.2;17;30;2024
0;46.87658967;0.0368118;30.85759133;4.791342;-75.6896455;0.01852;8;1504.2;17;30;2024
0;46.87509236;0.04063781;30.84986866;4.79134;-75.68964583;0.03704;8;1504.2;17;30;2024
0;46.87557364;0.04138738;30.86658749;4.791337;-75.689646;0;8;1504.2;17;30;2024
0;46.88440446;0.04474718;30.84812525;4.791334;-75.68964633;0.01852;8;1504.2;17;30;2024
0;46.88281655;0.04592109;30.87002141;4.791333;-75.6896465;0.11112;8;1504.2;17;30;2024
0;46.89251337;0.04728902;30.88161833;4.791327;-75.68964783;0.03704;8;1504.2;17;30;2024
0;46.90160711;0.04861926;30.84745142;4.791322;-75.68964967;0.07408;8;1504.7;17;31;2024
0;46.90424819;0.04680326;30.81657727;4.791319;-75.689651;0.16668;8;1504.7;17;31;2024
0;46.90773447;0.05223729;30.80252784;4.791314;-75.68965383;0.01852;8;1504.5;17;31;2024
0;46.91493578;0.05043246;30.77612299;4.791311;-75.689655;0.01852;8;1504.3;17;31;2024
0;46.91710004;0.04926274;30.73562957;4.791306;-75.68965733;0.05556;8;1504.2;17;31;2024
0;46.91951533;0.05352565;30.92700085;4.791301;-75.68965917;0.01852;8;1504;17;31;2024
0;46.91790068;0.04916503;30.88126527;4.791299;-75.68966017;0.03704;8;1504;17;31;2024
0;46.92223365;0.05384949;30.88068754;4.791295;-75.68966167;0.05556;8;1504;17;31;2024
0;46.92636312;0.0482005;30.76478253;4.791292;-75.68966283;0.03704;8;1503.9;17;31;2024
0;46.93263753;0.05227777;30.76546656;4.791291;-75.68966383;0.03704;8;1503.9;17;31;2024
0;46.92379037;0.04393201;30.87019258;4.79129;-75.68966417;0.1852;8;1504;17;31;2024
0;46.9371844;0.04370309;31.31308374;4.791292;-75.689664;0.29632;9;1504.9;17;31;2024
0;46.9413317;0.047631;64.95928011;4.791293;-75.689664;0.24076;9;1504.9;17;31;2024
0;46.82291401;1.00739183;31.07647856;4.791298;-75.6896655;0.68524;9;1505;17;31;2024
60;46.02341938;2.15494829;52.32543636;4.791293;-75.6896635;2.2224;8;1504.6;17;31;2024
60;46.11958101;2.51148066;51.47522907;4.791293;-75.68965183;2.8706;8;1504.4;17;31;2024
180;46.83943485;0.43330861;47.37251569;4.791299;-75.68962733;4.68556;9;1505.6;17;31;2024
180;46.08024561;4.29422485;40.25250392;4.79132;-75.68961367;4.27812;9;1505.2;17;31;2024
180;45.89627782;1.41923317;38.77069168;4.791323;-75.689595;9.42668;9;1505.2;17;31;2024
240;46.8230076;0.33795564;21.11835012;4.791357;-75.68955967;10.40824;9;1503;17;31;2024
240;46.91173173;0.05634526;31.15070463;4.791437;-75.68956017;8.59328;9;1503;17;31;2024
360;46.91444708;0.04857319;31.23772561;4.791467;-75.689528;9.27852;9;1508.2;17;31;2024
420;46.92133497;0.04905895;32.95701535;4.791526;-75.6895065;11.88984;9;1509.1;17;31;2024
300;46.92355419;0.0479325;32.19199657;4.791555;-75.6894925;12.26024;9;1509.1;17;31;2024
240;46.93144623;0.05149051;32.28490706;4.79161;-75.6894775;9.29704;9;1508.9;17;31;2024
360;46.92491483;0.04358584;31.99132512;4.791679;-75.68948617;12.501;9;1508.5;17;31;2024
300;46.93107487;0.04926553;32.5925442;4.791709;-75.689485;11.18608;9;1508.5;17;31;2024
300;46.93536922;0.05500106;31.66823402;4.791762;-75.68947967;7.24132;9;1506.8;17;31;2024
240;46.94556514;0.04513243;32.10555123;4.79184;-75.689471;9.05628;9;1505.3;17;31;2024
360;46.94223483;0.04480581;31.97143739;4.791894;-75.68946217;9.70448;9;1505.5;17;31;2024
360;46.94549681;0.04464808;32.2007568;4.791961;-75.68945433;11.70464;9;1508.3;17;31;2024
300;46.9508161;0.04852434;31.89938419;4.791992;-75.689444;10.9268;9;1508.3;17;31;2024
180;46.95322545;0.04519943;31.9871249;4.79206;-75.68939817;11.3898;9;1510.4;17;31;2024
180;46.95142215;0.04443032;33.49306795;4.792142;-75.689367;16.51984;9;1506.7;17;31;2024
180;46.94798192;0.04350348;34.64017463;4.792186;-75.6893515;13.38996;9;1506.7;17;32;2024
240;46.95991727;0.04765333;35.15046872;4.792281;-75.68931167;17.92736;9;1503;17;32;2024
180;46.96918778;0.04615978;35.05791767;4.792418;-75.68924433;18.39036;9;1498.6;17;32;2024
240;46.97133718;0.04367796;32.86617452;4.792513;-75.68919533;20.59424;9;1499.7;17;32;2024
300;46.9664249;0.04401436;32.78508481;4.792599;-75.68917333;16.64948;9;1500.2;17;32;2024
180;46.962135;0.05342096;34.56855407;4.792626;-75.68912233;15.03824;9;1500.2;17;32;2024
240;46.96244546;0.03549273;33.47533565;4.792707;-75.68902083;20.11272;9;1499.8;17;32;2024
300;46.965345;0.04069504;33.73749328;4.792773;-75.6889975;13.16772;9;1496.1;17;32;2024
240;46.96351347;0.03655636;33.9866925;4.792802;-75.68894133;17.09396;9;1496.1;17;32;2024
240;46.96796231;0.03746087;34.58096153;4.792902;-75.6888955;18.8904;9;1496.2;17;32;2024
240;46.97151989;0.03601198;33.30010869;4.793037;-75.68882183;16.668;9;1499.5;17;32;2024
240;46.98071464;0.03856498;33.6499813;4.793127;-75.688785;15.77904;9;1501.4;17;32;2024
240;46.97248392;0.03818531;33.56092751;4.793166;-75.688751;17.18656;9;1501.4;17;32;2024
300;46.82680433;0.69951165;34.96313721;4.79324;-75.68867483;15.8346;9;1503;17;32;2024
300;46.80267368;0.08003136;29.4675038;4.793313;-75.6886825;11.33424;9;1505.6;17;32;2024
180;46.85037646;1.33277312;32.90713996;4.793342;-75.68865617;12.2232;9;1505.6;17;32;2024
240;45.94156531;6.60007181;34.00453133;4.793407;-75.688612;12.98252;9;1508.7;17;32;2024
300;45.43171272;7.66631749;32.08968694;4.793462;-75.688543;13.83444;9;1510.1;17;32;2024
180;45.53383237;7.2722006;31.29296211;4.793499;-75.68851583;14.18632;9;1510.1;17;32;2024
240;45.56275944;7.60312898;31.70148452;4.793564;-75.68843467;15.90868;9;1509;17;32;2024
180;45.24014256;8.75423088;31.27099754;4.793661;-75.68834683;12.57508;9;1505.7;17;32;2024
240;45.01578769;10.2198516;31.93533007;4.793782;-75.68833483;14.01964;9;1504.1;17;32;2024
240;45.03298291;10.38083583;31.31034553;4.793901;-75.6882965;16.92728;9;1502.3;17;32;2024
240;45.18162147;7.73093675;31.59275101;4.793956;-75.68826483;17.33472;9;1502.3;17;32;2024
180;46.69984845;0.03368092;28.53971635;4.794081;-75.68822733;19.68676;9;1497.2;17;32;2024
180;46.76379133;0.03813367;34.20312733;4.794258;-75.688158;20.13124;9;1495.7;17;32;2024
300;46.76684535;0.02782814;32.77431927;4.794385;-75.68812317;21.79804;9;1493.6;17;32;2024
240;46.77878664;0.02895738;32.10249277;4.794453;-75.68811467;22.687;9;1493.6;17;32;2024
240;46.80318467;0.03689695;32.08485672;4.794578;-75.68810417;21.83508;9;1492.3;17;32;2024
300;46.72184158;1.06328148;23.5974678;4.794682;-75.688072;19.3534;8;1491.2;17;32;2024
240;46.11916212;1.0592098;27.98647049;4.794716;-75.68804117;16.668;8;1491.2;17;32;2024
180;46.41565047;2.0470662;29.1637648;4.7948;-75.68797333;18.74224;9;1492.1;17;32;2024
240;46.73906651;0.0268692;24.36967456;4.794893;-75.687925;17.16804;9;1493.1;17;33;2024
240;46.7851175;0.03112094;32.06253421;4.794931;-75.6879195;12.81584;9;1493.1;17;33;2024
180;46.79811938;0.0421188;32.14260442;4.794999;-75.6879065;11.70464;9;1496.3;17;33;2024
240;46.77422046;0.00915173;37.54373068;4.795031;-75.68792017;3.1484;9;1496.3;17;33;2024
180;46.77663724;0.04298283;32.48849811;4.795042;-75.6879305;2.27796;9;1496.8;17;33;2024
180;46.7157469;2.37342877;47.48717119;4.795047;-75.68793167;1.87052;9;1496.8;17;33;2024
120;46.75655436;0.15194949;49.92222093;4.795058;-75.68794;2.25944;9;1497.2;17;33;2024
180;46.81041123;0.03041325;32.35328034;4.795074;-75.68796083;3.9818;9;1498;17;33;2024
240;46.81550919;0.02118531;32.28236379;4.795089;-75.6879855;6.14864;9;1498;17;33;2024
300;46.82489556;0.01912225;32.28435512;4.795109;-75.6879725;3.7966;6;1498.5;17;33;2024
300;46.8323702;0.03133311;32.41425778;4.795132;-75.68796433;3.50028;6;1499.7;17;33;2024
180;46.79163107;4.55238643;37.54096722;4.795153;-75.68795917;4.24108;6;1499.7;17;33;2024
240;46.03068902;5.90482923;40.8779726;4.795203;-75.68797533;6.2968;6;1500.4;17;33;2024
240;46.56530505;0.64556084;37.50273028;4.795252;-75.68795233;6.24124;8;1503;17;33;2024
240;46.80068767;0.01451317;27.26582337;4.795277;-75.68793883;6.07456;8;1503;17;33;2024
240;46.79789657;0.08275744;55.45987631;4.795336;-75.687912;5.59304;8;1504.2;17;33;2024
180;46.6887999;2.20691979;40.87724607;4.795411;-75.68789933;4.03736;9;1503.4;17;33;2024
120;45.05380553;6.99497457;39.67214889;4.795434;-75.68788567;3.20396;9;1503.4;17;33;2024
180;46.1514195;3.27151698;39.68520998;4.795474;-75.6878325;3.4262;8;1501.4;17;33;2024
240;46.3018064;3.29591356;40.52487569;4.795503;-75.68783367;3.0558;8;1501.5;17;33;2024
240;46.11648094;3.30684164;39.42116725;4.795545;-75.687787;3.46324;8;1501;17;33;2024
300;46.73375762;0.02858609;23.40924768;4.7956;-75.68777617;3.16692;9;1502.1;17;33;2024
180;46.77648573;0.03012431;33.69991448;4.795631;-75.68777233;4.31516;9;1502.1;17;33;2024
180;46.79046947;0.03794104;33.362639;4.795697;-75.68775167;5.01892;9;1501.9;17;33;2024
120;46.80586139;0.04712151;33.32511529;4.795751;-75.68771917;3.20396;9;1497.3;17;33;2024
120;46.81688469;0.0406406;33.2351975;4.795776;-75.68770333;4.09292;9;1497.3;17;33;2024
180;46.82101565;0.04120173;32.9025079;4.795838;-75.6876885;8.03768;8;1498.6;17;33;2024
180;46.8361298;0.04309729;32.83516515;4.795899;-75.68762267;10.50084;8;1493;17;33;2024
240;46.8233938;0.04057779;33.21217949;4.795921;-75.687579;8.50068;8;1489.2;17;33;2024
120;46.83585351;0.05619311;33.01805219;4.79593;-75.68756133;7.64876;8;1489.2;17;33;2024
180;46.84526661;0.08758148;31.72135078;4.795942;-75.68753067;4.59296;8;1487.6;17;33;2024
120;46.18490533;2.46790377;50.19397157;4.79595;-75.6875085;1.31492;8;1488.6;17;33;2024
60;46.52056866;1.11271673;51.754221;4.795975;-75.687507;3.92624;8;1488.6;17;33;2024
120;46.79109929;0.18568567;28.75435149;4.796009;-75.68750683;3.81512;9;1490.3;17;33;2024
240;45.42240359;7.16240202;31.97980454;4.796085;-75.68752017;8.334;9;1492.7;17;34;2024
300;45.04150031;6.86591612;30.52312885;4.796127;-75.687547;9.26;9;1498.5;17;34;2024
300;45.36836253;10.60071774;22.41089917;4.79613;-75.68756817;9.55632;9;1498.5;17;34;2024
240;45.00766244;11.44977968;27.6622586;4.796152;-75.68761733;11.112;9;1502.5;17;34;2024
240;46.70628329;0.00426627;28.71934431;4.796173;-75.68767533;10.31564;9;1503.4;17;34;2024
240;46.7316097;0.00935134;32.28741792;4.796178;-75.68769533;8.64884;9;1503.4;17;34;2024
180;46.74479875;0.12508784;32.20118942;4.796179;-75.68772717;5.96344;9;1504.2;17;34;2024
180;45.252323;10.57446189;40.20731049;4.796149;-75.6877725;5.03744;9;1500.2;17;34;2024
180;46.5013295;11.37436216;38.65310733;4.796134;-75.6877755;5.90788;9;1500.2;17;34;2024
180;44.85586589;3.12777703;34.85711765;4.796113;-75.687771;7.44504;9;1496.6;17;34;2024
240;44.31220217;11.22546735;36.37159011;4.796098;-75.68777783;6.8524;9;1495.1;17;34;2024
240;44.62748999;12.39682995;35.05091173;4.796083;-75.6877905;2.24092;9;1495.1;17;34;2024
300;45.4267128;11.11374111;31.7259084;4.796088;-75.68782683;4.8152;8;1493.8;17;34;2024
240;45.76762708;9.2595422;30.0174761;4.796083;-75.68784533;6.09308;8;1493.8;17;34;2024
180;45.83302418;2.61815952;28.54357725;4.796072;-75.68788683;8.37104;8;1493.8;17;34;2024
180;45.40357292;6.66647217;29.18719597;4.796046;-75.68793467;9.24148;8;1494.4;17;34;2024
180;44.88357937;5.04581073;29.11529803;4.796026;-75.68797367;12.16764;8;1494.4;17;34;2024
240;46.40562686;0.02382765;32.22201096;4.795984;-75.68806317;14.42708;8;1494;17;34;2024
240;46.59768424;0.01270695;34.95780037;4.79594;-75.68812517;11.16756;9;1492.2;17;34;2024
120;46.5083288;1.63476284;33.42101699;4.795905;-75.68815067;11.87132;9;1492.2;17;34;2024
240;46.44126654;0.32509571;27.62297708;4.795852;-75.688186;8.18584;9;1490.4;17;34;2024
180;46.61928818;0.06548665;32.44092136;4.795811;-75.6882255;8.18584;8;1488.4;17;34;2024
180;46.64845143;0.07532736;35.39788619;4.795805;-75.68825483;6.3894;8;1488.4;17;34;2024
180;46.65608501;0.06545036;35.01869937;4.795823;-75.68832217;8.90812;9;1487.1;17;34;2024
