Velocidad [RPM],Aceleracion [V_Acc], Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
0.00,0.29,57.61999082,0.91667585,28.16193901,4.798358000000001,-75.686559500000001,0.01852000,12.00,1480.20000000,15,8,2024
60.00,0.64,56.05793801,7.09837181,27.72611475,4.798359833000001,-75.686559167000000,1.22232000,12.00,1480.20000000,15,8,2024
150.00,0.83,55.01091001,10.85089229,27.83876373,4.798367833000001,-75.686562832999992,3.77808000,12.00,1479.80000000,15,8,2024
210.00,1.05,55.21206559,9.31479255,27.81729276,4.798367833000001,-75.686562832999992,3.77808000,12.00,1479.80000000,15,8,2024
300.00,1.10,54.78078874,9.75579588,27.91690507,4.798440833000000,-75.686578499999992,14.07520000,12.00,1479.50000000,15,8,2024
330.00,1.08,56.30331454,3.85305960,28.08309540,4.798478000000001,-75.686585500000003,14.07520000,12.00,1479.70000000,15,8,2024
360.00,1.02,54.58737221,11.53549853,28.07788486,4.798559667000001,-75.686599499999998,16.27908000,12.00,1479.20000000,15,8,2024
330.00,1.20,55.75828423,5.97935061,27.95750512,4.798600167000000,-75.686609499999999,17.11248000,12.00,1478.90000000,15,8,2024
390.00,1.20,57.02950667,1.86351954,28.03976378,4.798684833000001,-75.686627333000000,17.85328000,12.00,1478.90000000,15,8,2024
360.00,1.01,57.00946835,2.41525528,28.13227895,4.798726167000000,-75.686634000000001,17.03840000,12.00,1479.10000000,15,8,2024
360.00,0.28,57.29364405,0.95326096,28.20133669,4.798726167000000,-75.686634000000001,17.03840000,12.00,1479.10000000,15,8,2024
300.00,0.28,57.32803152,0.95031572,28.19324783,4.798846167000000,-75.686655333000008,15.89016000,12.00,1478.80000000,15,8,2024
210.00,0.29,57.36246356,0.95774162,28.18589575,4.798846167000000,-75.686655333000008,15.89016000,12.00,1478.80000000,15,8,2024
150.00,0.32,57.37624826,0.94523485,28.19196635,4.798920667000000,-75.686663667000004,7.70432000,12.00,1479.20000000,15,8,2024
30.00,0.28,57.40142612,0.94496964,28.19091222,4.798933500000001,-75.686666999999996,7.70432000,12.00,1479.10000000,15,8,2024
0.00,0.67,57.24169891,1.55188313,27.90243495,4.798935000000001,-75.686664167000001,1.50012000,12.00,1479.10000000,15,8,2024
30.00,0.49,57.29261911,1.97120900,28.15673358,4.798938000000000,-75.686664332999997,1.64828000,12.00,1479.10000000,15,8,2024
60.00,0.53,57.33279972,1.06293251,28.15113108,4.798938000000000,-75.686664332999997,1.64828000,12.00,1479.10000000,15,8,2024
90.00,0.47,57.40803624,0.94033543,28.16610537,4.798962500000000,-75.686664666999998,2.87060000,11.00,1479.20000000,15,8,2024
30.00,0.40,56.34714928,6.86110604,28.03653667,4.798962500000000,-75.686664666999998,2.87060000,11.00,1479.20000000,15,8,2024
30.00,0.46,57.41483947,0.89416087,28.16686565,4.798982667000000,-75.686662666999993,1.85200000,12.00,1479.30000000,15,8,2024
30.00,0.47,57.35760623,0.85232739,27.78145695,4.798986667000001,-75.686662832999997,1.85200000,12.00,1479.60000000,15,8,2024
0.00,0.30,57.43220403,0.85148988,28.19696414,4.798991500000000,-75.686662166999996,0.18520000,11.00,1479.70000000,15,8,2024
0.00,0.31,57.45546570,0.84268210,28.19122845,4.798991333000000,-75.686664666999998,0.33336000,12.00,1480.00000000,15,8,2024
30.00,0.53,57.23476200,1.58294069,28.04113337,4.798991667000001,-75.686665500000005,0.38892000,12.00,1480.00000000,15,8,2024
60.00,0.56,55.93503436,6.25776590,27.80358251,4.798995833000001,-75.686665000000008,1.25936000,11.00,1480.60000000,15,8,2024
90.00,0.80,55.48325872,7.79784380,27.72954590,4.798995833000001,-75.686665000000008,1.25936000,11.00,1480.60000000,15,8,2024
180.00,0.85,56.60405267,3.96683494,27.98872402,4.799025000000001,-75.686670167000000,4.59296000,10.00,1480.80000000,15,8,2024
210.00,0.91,56.60573119,3.69570597,28.04132014,4.799045500000000,-75.686673333000005,4.59296000,12.00,1480.70000000,15,8,2024
270.00,0.87,57.16781412,1.51584241,28.10237758,4.799093500000000,-75.686682000000002,10.07488000,11.00,1480.30000000,15,8,2024
270.00,0.82,57.19602225,1.50449419,28.10951409,4.799117333000000,-75.686683167000001,9.61188000,12.00,1480.60000000,15,8,2024
270.00,0.84,57.21871946,1.46834180,28.10632821,4.799170333000001,-75.686695000000003,11.01940000,12.00,1480.60000000,15,8,2024
300.00,0.76,57.29019788,1.21558215,28.08999397,4.799206667000000,-75.686693833000004,13.07512000,11.00,1480.50000000,15,9,2024
270.00,0.29,57.39982187,0.88596726,28.15597357,4.799206667000000,-75.686693833000004,13.07512000,11.00,1480.50000000,15,9,2024
300.00,0.29,57.41204688,0.89716194,28.15275283,4.799297167000000,-75.686707499999998,10.20452000,11.00,1479.00000000,15,9,2024
330.00,0.29,57.43221888,0.89929758,28.15931314,4.799297167000000,-75.686707499999998,10.20452000,11.00,1479.00000000,15,9,2024
300.00,0.28,57.43734358,0.89543109,28.16850805,4.799419667000001,-75.686721167000001,15.61236000,11.00,1476.20000000,15,9,2024
270.00,0.28,57.44774152,0.88905208,28.16785963,4.799454167000001,-75.686723000000002,15.61236000,12.00,1475.90000000,15,9,2024
180.00,0.28,57.44680571,0.88270098,28.18027757,4.799509500000000,-75.686717833000001,9.88968000,12.00,1476.50000000,15,9,2024
150.00,0.60,57.35433831,1.24867764,28.10832181,4.799531167000000,-75.686720832999991,9.88968000,11.00,1476.70000000,15,9,2024
210.00,1.12,53.45052086,17.42992954,27.85716852,4.799564167000000,-75.686720500000008,4.48184000,12.00,1477.40000000,15,9,2024
330.00,1.59,53.43005178,16.34361300,27.84815009,4.799581500000001,-75.686729666999994,6.79684000,11.00,1476.70000000,15,9,2024
390.00,1.55,56.85238518,1.08685730,28.16036938,4.799669333000000,-75.686749500000001,19.94604000,11.00,1476.70000000,15,9,2024
240.00,0.29,57.14239859,0.91610356,28.19506968,4.799723000000001,-75.686759167000001,19.74232000,12.00,1476.50000000,15,9,2024
300.00,0.29,57.20882657,0.91042247,28.19143269,4.799723000000001,-75.686759167000001,19.74232000,12.00,1476.50000000,15,9,2024
390.00,0.28,57.25441411,0.93055055,28.19553752,4.799897167000001,-75.686798832999997,20.90908000,10.00,1473.60000000,15,9,2024
300.00,0.29,57.28695966,0.91681544,28.20248019,4.799952667000001,-75.686813333000007,20.90908000,11.00,1473.00000000,15,9,2024
240.00,0.29,57.31249403,0.93309099,28.19891803,4.800030000000000,-75.686817000000008,11.68612000,9.00,1470.80000000,15,9,2024
