Velocidad [RPM],Aceleracion [V_Acc], Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
0.00,0.28,56.71489471,0.84192834,28.04608803,0.000000000000000,0.000000000000000,0.00000000,0.00,0.00000000,0,0,0
0.00,0.41,56.20104337,2.17923181,27.73693776,4.804207833000000,-75.685651000000007,0.07408000,11.00,1500.80000000,15,23,2024
0.00,0.56,55.47856479,6.05229748,27.58904541,4.804206167000001,-75.685647333000005,0.24076000,11.00,1500.90000000,15,23,2024
90.00,0.76,55.33407799,6.05321874,27.69361926,4.804190833000000,-75.685650499999992,1.90756000,11.00,1500.90000000,15,23,2024
180.00,0.79,56.17322145,2.98897558,27.97546538,4.804194333000000,-75.685669333000005,7.44504000,11.00,1500.80000000,15,23,2024
240.00,0.95,55.67584342,4.18972351,27.86546051,4.804194333000000,-75.685669333000005,7.44504000,11.00,1500.80000000,15,23,2024
270.00,0.93,56.24028817,2.09864966,27.95815522,4.804187167000001,-75.685778999999993,12.57508000,10.00,1500.40000000,15,23,2024
270.00,0.88,56.38948375,1.34190614,28.02423448,4.804187167000001,-75.685778999999993,12.57508000,10.00,1500.40000000,15,23,2024
300.00,0.31,56.57386893,0.80424052,28.10241370,4.804198500000000,-75.685842167000005,14.40856000,11.00,1500.00000000,15,23,2024
300.00,0.28,56.58912420,0.82318214,28.11069657,4.804206000000000,-75.685876500000004,14.59376000,11.00,1499.90000000,15,23,2024
300.00,0.28,56.60574605,0.81472332,28.11542697,4.804214667000000,-75.685945833000003,14.72340000,11.00,1499.90000000,15,24,2024
240.00,0.28,56.62605174,0.82410340,28.10771091,4.804218500000001,-75.685979999999997,14.63080000,10.00,1499.30000000,15,24,2024
210.00,0.28,56.62694299,0.81436040,28.11984931,4.804218500000001,-75.685979999999997,14.63080000,10.00,1499.30000000,15,24,2024
150.00,0.29,56.63226079,0.83757330,28.11512145,4.804207500000001,-75.686042833000000,4.83372000,11.00,1496.60000000,15,24,2024
150.00,0.28,56.62976529,0.83677767,28.11725694,4.804207500000001,-75.686042833000000,4.83372000,11.00,1496.60000000,15,24,2024
210.00,0.28,56.63790539,0.84551566,28.11441184,4.804171167000000,-75.686087999999998,6.51904000,9.00,1497.00000000,15,24,2024
330.00,0.28,56.63469688,0.83714059,28.12456483,4.804144000000000,-75.686090166999999,8.98220000,9.00,1496.90000000,15,24,2024
390.00,0.28,56.64453036,0.83920644,28.12433479,4.804061667000000,-75.686108166999996,16.57540000,9.00,1496.90000000,15,24,2024
420.00,0.28,56.63894518,0.83365098,28.11948788,4.804004500000000,-75.686117499999996,20.55720000,9.00,1496.50000000,15,24,2024
330.00,0.28,56.64611976,0.83429307,28.13373524,4.804004500000000,-75.686117499999996,20.55720000,9.00,1496.50000000,15,24,2024
330.00,0.28,56.65899835,0.83006366,28.13465902,4.803863667000000,-75.686143000000001,15.33456000,10.00,1497.40000000,15,24,2024
270.00,0.28,56.66428645,0.85477012,28.11228314,4.803863667000000,-75.686143000000001,15.33456000,10.00,1497.40000000,15,24,2024
180.00,0.29,56.66064717,0.86687210,28.11948459,4.803748833000001,-75.686165833000007,10.42676000,10.00,1497.00000000,15,24,2024
150.00,0.67,53.26913623,17.36327793,27.68093060,4.803722500000001,-75.686168167000005,7.79692000,10.00,1497.10000000,15,24,2024
150.00,0.85,55.69411409,4.62147239,27.86394648,4.803688000000001,-75.686150166999990,5.24116000,10.00,1497.10000000,15,24,2024
210.00,0.95,54.82252905,7.68900975,27.55804690,4.803673500000001,-75.686139999999992,5.05596000,11.00,1495.60000000,15,24,2024
210.00,0.88,55.88343086,2.28893128,27.92214447,4.803673500000001,-75.686139999999992,5.05596000,11.00,1495.60000000,15,24,2024
240.00,0.89,55.75162955,4.32373860,27.97247120,4.803622667000000,-75.686079667000001,8.63032000,10.00,1493.90000000,15,24,2024
240.00,0.89,56.14828125,2.74770373,28.01158745,4.803622667000000,-75.686079667000001,8.63032000,10.00,1493.90000000,15,24,2024
210.00,0.76,55.12060828,7.01880863,27.95748225,4.803598667000001,-75.686043166999992,7.59320000,9.00,1493.80000000,15,24,2024
210.00,0.81,55.95994485,3.70370416,27.97141874,4.803589333000000,-75.686021999999990,7.77840000,9.00,1493.80000000,15,24,2024
210.00,0.97,54.55069719,9.76888891,27.69664184,4.803563167000000,-75.685986999999999,7.98212000,9.00,1493.80000000,15,24,2024
270.00,1.02,53.39489188,15.09681614,27.70995614,4.803551000000000,-75.685964833000003,9.14888000,8.00,1493.50000000,15,24,2024
300.00,1.09,54.50950649,9.01701689,27.92587724,4.803551000000000,-75.685964833000003,9.14888000,8.00,1493.50000000,15,24,2024
330.00,1.09,55.70149662,3.37075320,27.98293914,4.803508000000000,-75.685869332999997,13.79740000,9.00,1492.20000000,15,24,2024
360.00,1.13,55.38963269,5.92749496,27.98641516,4.803508000000000,-75.685869332999997,13.79740000,9.00,1492.20000000,15,24,2024
360.00,1.08,56.21047579,1.48714383,28.05898998,4.803464500000001,-75.685746332999999,14.96416000,10.00,1490.50000000,15,24,2024
360.00,0.28,56.42381181,0.86892399,28.13503709,4.803448333000001,-75.685714167000002,14.96416000,10.00,1490.70000000,15,24,2024
360.00,0.28,56.44364216,0.87076650,28.14090273,4.803403500000000,-75.685644499999993,15.74200000,10.00,1490.70000000,15,24,2024
330.00,0.28,56.47037972,0.86906357,28.13235785,4.803380167000001,-75.685613667000000,14.26040000,10.00,1493.50000000,15,24,2024
