Velocidad [RPM],Aceleracion [V_Acc], Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
0.00,0.29,52.91672033,0.86696980,28.05967523,4.814506333000000,-75.694977332999995,0.00000000,12.00,1549.70000000,16,4,2000
0.00,0.66,51.35098367,8.73211092,27.49986229,4.814504833000000,-75.694979833000006,0.75932000,12.00,1549.70000000,16,4,2024
90.00,0.70,52.79375726,1.29633179,27.91638640,4.814508000000000,-75.694979833000006,0.38892000,11.00,1550.20000000,16,4,2024
150.00,0.64,51.83845395,10.90258044,27.90778577,4.814508000000000,-75.694979833000006,0.38892000,11.00,1550.20000000,16,4,2024
150.00,0.70,52.72703220,1.52628333,27.95905690,4.814530833000000,-75.694961500000008,2.94468000,11.00,1553.50000000,16,4,2024
180.00,0.80,52.78283943,1.24929181,27.92636998,4.814530833000000,-75.694961500000008,2.94468000,11.00,1553.50000000,16,4,2024
150.00,0.57,52.87294500,0.88747477,27.96906555,4.814526833000001,-75.694945333000003,3.48176000,12.00,1554.50000000,16,4,2024
90.00,0.75,51.95832735,5.93402752,27.60437872,4.814524167000000,-75.694930833000002,4.63000000,11.00,1555.20000000,16,4,2024
120.00,0.81,50.15658716,16.70241501,27.55082504,4.814525167000001,-75.694919666999993,2.64836000,11.00,1555.20000000,16,4,2024
210.00,1.02,52.70800397,0.90951517,27.77683141,4.814528167000000,-75.694918833000004,1.11120000,11.00,1558.50000000,16,4,2024
210.00,0.32,52.78062615,0.87267881,28.00639999,4.814528167000000,-75.694918833000004,1.11120000,11.00,1558.50000000,16,4,2024
90.00,0.30,52.82190597,0.87822032,27.98696456,4.814504333000001,-75.694862166999996,3.70400000,12.00,1556.30000000,16,4,2024
0.00,0.71,51.36650631,9.06500605,27.46235591,4.814504333000001,-75.694862166999996,3.70400000,12.00,1556.30000000,16,4,2024
60.00,0.42,52.78988032,0.87156214,27.98873056,4.814494500000001,-75.694834999999995,1.81496000,12.00,1556.70000000,16,4,2024
60.00,0.30,52.82919939,0.86511333,27.97835853,4.814490167000000,-75.694821000000001,2.70392000,12.00,1556.80000000,16,4,2024
0.00,0.30,52.83032830,0.86556000,27.97437358,4.814492333000001,-75.694810333000006,0.29632000,11.00,1557.60000000,16,4,2024
0.00,0.72,50.62969343,13.83033786,27.42828175,4.814489667000001,-75.694799333000002,0.38892000,11.00,1556.70000000,16,4,2024
90.00,0.88,51.76877290,6.83959606,27.70500583,4.814489667000001,-75.694799333000002,0.38892000,11.00,1556.70000000,16,4,2024
210.00,1.13,50.49905074,15.24460823,27.60737221,4.814486333000000,-75.694772666999998,3.12988000,11.00,1558.00000000,16,4,2024
300.00,1.42,50.12673022,15.33605005,27.60104368,4.814486333000000,-75.694772666999998,3.12988000,11.00,1558.00000000,16,4,2024
360.00,1.33,52.06962987,4.18503347,27.84059846,4.814426667000001,-75.694671166999993,4.77816000,12.00,1557.20000000,16,4,2024
420.00,1.63,50.87804080,10.20941766,27.92518873,4.814426667000001,-75.694671166999993,4.77816000,12.00,1556.30000000,16,4,2024
420.00,0.30,52.59105685,0.86634167,27.93467930,4.814426167000000,-75.694647000000001,4.75964000,10.00,1555.70000000,16,4,2024
450.00,0.30,52.64346247,0.87318132,27.93260664,4.814411667000000,-75.694618000000009,7.46356000,10.00,1555.50000000,16,4,2024
390.00,0.30,52.67361649,0.86462478,27.92984876,4.814411667000000,-75.694618000000009,7.46356000,10.00,1555.50000000,16,4,2024
360.00,0.30,52.68582665,0.86536458,27.93074626,4.814370833000000,-75.694540333000004,9.01924000,10.00,1551.20000000,16,4,2024
330.00,0.30,52.70169093,0.85800848,27.92264040,4.814370833000000,-75.694540333000004,9.01924000,10.00,1551.20000000,16,4,2024
300.00,0.30,52.71158383,0.86730481,27.91330070,4.814212333000001,-75.694368999999994,9.33408000,12.00,1541.20000000,16,5,2024
240.00,0.38,52.64824552,1.26378068,27.86750866,4.814212333000001,-75.694368999999994,9.33408000,12.00,1537.60000000,16,5,2024
240.00,0.37,52.74349065,0.88572996,27.91413243,4.814164333000000,-75.694325500000001,2.96320000,10.00,1534.00000000,16,5,2024
210.00,0.31,52.74026729,0.86990108,27.92527357,4.814144167000001,-75.694275500000003,6.35236000,11.00,1530.10000000,16,5,2024
210.00,0.31,52.73358290,0.86341040,27.93129131,4.814144167000001,-75.694275500000003,6.35236000,11.00,1530.10000000,16,5,2024
180.00,0.30,52.76029075,0.86861690,27.92891865,4.814096000000001,-75.694169499999999,7.81544000,12.00,1524.50000000,16,5,2024
150.00,0.78,50.36577886,14.48031318,27.54298392,4.814096000000001,-75.694169499999999,7.81544000,12.00,1524.50000000,16,5,2024
270.00,0.82,52.58683826,1.59509850,27.87349440,4.814056167000001,-75.694057499999995,5.09300000,11.00,1518.60000000,16,5,2024
180.00,0.92,52.39149067,2.46109483,27.80855693,4.814033667000001,-75.694017833000000,5.09300000,12.00,1517.30000000,16,5,2024
270.00,1.27,50.41216852,13.55966951,27.65965892,4.813985500000001,-75.693958832999994,9.09332000,10.00,1513.90000000,16,5,2024
330.00,0.29,52.64502216,0.89035021,27.94351352,4.813956167000000,-75.693946499999995,8.05620000,10.00,1511.60000000,16,5,2024
330.00,0.30,52.67257670,0.88349661,27.94719690,4.813875833000000,-75.693929332999996,12.81584000,10.00,1511.60000000,16,5,2024
330.00,0.31,52.71113820,0.89590568,27.95216763,4.813839167000001,-75.693919332999994,12.13060000,10.00,1506.50000000,16,5,2024
330.00,0.31,52.72336321,0.89311399,27.95266736,4.813839167000001,-75.693919332999994,12.13060000,10.00,1506.50000000,16,5,2024
330.00,0.35,52.72369000,0.89145293,27.95990634,4.813704500000000,-75.693877166999996,14.90860000,12.00,1502.80000000,16,5,2024
330.00,0.30,52.73518715,0.87993721,27.96316057,4.813657833000000,-75.693857332999998,14.90860000,11.00,1501.90000000,16,5,2024
270.00,0.31,52.74772410,0.90767265,27.96061858,4.813576500000000,-75.693815500000001,14.20484000,11.00,1499.20000000,16,5,2024
210.00,0.32,52.74665460,0.89688277,27.97410880,4.813533333000000,-75.693807500000005,13.83444000,10.00,1497.00000000,16,5,2024
240.00,1.07,51.17368394,8.93547161,27.72931261,4.813463500000001,-75.693783999999997,10.66752000,10.00,1497.00000000,16,5,2024
270.00,0.50,52.69738321,0.83838289,27.97394864,4.813412000000000,-75.693782333000001,12.61212000,9.00,1492.90000000,16,5,2024
270.00,0.30,52.72862160,0.84217959,27.97616494,4.813412000000000,-75.693782333000001,12.61212000,9.00,1492.90000000,16,5,2024
270.00,1.26,50.10626113,16.78571906,27.55032927,4.813291500000000,-75.693748333000003,11.96392000,8.00,1487.70000000,16,5,2024
270.00,1.17,50.90714018,9.08777228,27.61068219,4.813262000000000,-75.693707666999996,11.96392000,8.00,1485.80000000,16,5,2024
330.00,1.11,52.60641609,0.84934028,27.92692147,4.813259000000001,-75.693736000000004,1.50012000,11.00,1482.00000000,16,5,2024
360.00,0.30,52.67862236,0.85143405,27.97582823,4.813239000000001,-75.693719832999999,2.90764000,9.00,1478.60000000,16,5,2024
360.00,0.30,52.70103735,0.84777693,27.96259857,4.813131667000001,-75.693700167000006,13.63072000,9.00,1478.60000000,16,5,2024
330.00,0.33,52.72505659,0.85442116,27.96500350,4.813072833000000,-75.693684166999997,15.70496000,9.00,1475.90000000,16,5,2024
330.00,0.30,52.70512225,0.84624150,27.96115440,4.813072833000000,-75.693684166999997,15.70496000,9.00,1475.90000000,16,5,2024
270.00,0.29,52.73300359,0.83963916,27.97280786,4.812919000000000,-75.693659999999995,14.11224000,10.00,1471.70000000,16,5,2024
180.00,0.30,52.74732304,0.97391947,27.96750340,4.812886167000001,-75.693650500000000,14.11224000,10.00,1470.70000000,16,5,2024
210.00,0.96,52.04194164,4.00713299,27.77047378,4.812820333000001,-75.693638332999997,7.96360000,10.00,1469.30000000,16,5,2024
240.00,0.71,52.69962620,0.86001850,27.93583484,4.812778333000000,-75.693630000000000,9.79708000,10.00,1468.90000000,16,5,2024
240.00,0.30,52.74063865,0.84224939,27.97149718,4.812720833000001,-75.693627167000006,5.40784000,10.00,1468.90000000,16,5,2024
150.00,0.30,52.73281048,0.84040687,27.97770795,4.812704167000000,-75.693629666999999,3.18544000,11.00,1466.20000000,16,5,2024
30.00,0.30,52.74144077,0.85195051,27.97959107,4.812704167000000,-75.693629666999999,3.18544000,11.00,1466.20000000,16,5,2024
120.00,0.56,51.85225351,5.45385677,27.71063934,4.812639167000001,-75.693625166999991,1.51864000,11.00,1464.70000000,16,5,2024
60.00,0.81,52.69442723,1.01721858,27.72411587,4.812639167000001,-75.693625166999991,1.51864000,11.00,1464.70000000,16,5,2024
270.00,1.03,51.09364951,5.35667802,27.57551854,4.812587500000001,-75.693636999999993,4.79668000,12.00,1464.00000000,16,5,2024
240.00,0.29,52.68132582,0.83409765,27.94954499,4.812587500000001,-75.693636999999993,4.79668000,12.00,1463.50000000,16,5,2024
150.00,0.29,52.70079968,0.83645663,27.96450354,4.812554333000000,-75.693648499999994,3.57436000,12.00,1463.50000000,16,5,2024
30.00,0.29,52.72565076,0.83233889,27.94769328,4.812537500000001,-75.693651333000007,3.35212000,10.00,1462.60000000,16,5,2024
0.00,0.29,52.72804228,0.83741976,27.94033667,4.812537500000001,-75.693651333000007,3.35212000,10.00,1462.60000000,16,5,2024
0.00,0.30,52.72756695,0.83788039,27.94663522,4.812509333000000,-75.693653166999990,0.25928000,8.00,1462.00000000,16,5,2024
60.00,0.30,52.73240942,0.82731384,27.94871219,4.812509333000000,-75.693653166999990,0.25928000,8.00,1462.00000000,16,5,2024
30.00,0.29,52.73423648,0.83824331,27.94899959,4.812487333000000,-75.693657999999999,0.46300000,9.00,1463.10000000,16,6,2024
0.00,0.29,52.74154475,0.82055795,27.94545311,4.812482333000001,-75.693658166999995,0.46300000,9.00,1462.70000000,16,6,2024
60.00,0.30,52.74607528,0.81811522,27.94564251,4.812464333000001,-75.693657833000003,0.55560000,10.00,1462.20000000,16,6,2024
60.00,0.29,52.75727535,0.82461986,27.94504494,4.812457167000000,-75.693655167000004,1.70384000,10.00,1462.40000000,16,6,2024
0.00,0.29,52.75571566,0.81095454,27.94712506,4.812446833000000,-75.693643832999999,1.75940000,10.00,1462.40000000,16,6,2024
